date,fund,company,ticker,shares,market value($),weight(%)
2021-03-15,PRNT,3D SYSTEMS CORP,DDD,865743.0,26959237.02,4.84
2021-03-15,PRNT,3M CO,MMM,3680.0,680505.6,0.12
2021-03-15,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,87313.0,4117681.08,0.74
2021-03-15,PRNT,ALIGN TECHNOLOGY INC,ALGN,11849.0,6356277.56,1.14
2021-03-15,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,34341.0,763400.43,0.14
2021-03-15,PRNT,ALTAIR ENGINEERING INC - A,ALTR,375103.0,22742494.89,4.08
2021-03-15,PRNT,AMETEK INC,AME,54647.0,6643435.79,1.19
2021-03-15,PRNT,ANSYS INC,ANSS,61729.0,19560685.52,3.51
2021-03-15,PRNT,ARCONIC CORP,ARNC,151436.0,4535508.2,0.81
2021-03-15,PRNT,ARKEMA,AKE,5274.0,639993.42,0.11
2021-03-15,PRNT,AUTODESK INC,ADSK,72765.0,19509024.15,3.5
2021-03-15,PRNT,BERTRANDT AG,BDT,87826.0,5189594.03,0.93
2021-03-15,PRNT,CARPENTER TECHNOLOGY,CRS,17670.0,826425.9,0.15
2021-03-15,PRNT,DASSAULT SYSTEMES SE,DSY,115400.0,23900755.96,4.29
2021-03-15,PRNT,DESKTOP METAL INC-A,DM,999432.0,20428390.08,3.67
2021-03-15,PRNT,DUPONT DE NEMOURS INC,DD,7577.0,583883.62,0.1
2021-03-15,PRNT,EASTMAN CHEMICAL CO,EMN,5803.0,680807.96,0.12
2021-03-15,PRNT,EASTMAN KODAK CO,KODK,70878.0,692478.06,0.12
2021-03-15,PRNT,EVONIK INDUSTRIES AG,EVK,19199.0,683890.6,0.12
2021-03-15,PRNT,EXONE CO/THE,XONE,1543707.0,56175497.73,10.09
2021-03-15,PRNT,FARO TECHNOLOGIES INC,FARO,88896.0,8426451.84,1.51
2021-03-15,PRNT,GENERAL ELECTRIC CO,GE,404968.0,5094497.44,0.91
2021-03-15,PRNT,HENKEL AG & CO KGAA VORZUG,HEN3,5787.0,608589.56,0.11
2021-03-15,PRNT,HEXAGON AB-B SHS,HEXAB,73765.0,6645566.08,1.19
2021-03-15,PRNT,HEXCEL CORP,HXL,12909.0,766407.33,0.14
2021-03-15,PRNT,HP INC,HPQ,955682.0,28938050.96,5.2
2021-03-15,PRNT,KAISER ALUMINUM CORP,KALU,44644.0,5601036.24,1.01
2021-03-15,PRNT,KONINKLIJKE DSM NV,DSM,3520.0,595564.7,0.11
2021-03-15,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,38366.0,4739735.64,0.85
2021-03-15,PRNT,MATERIALISE NV-ADR,MTLS,344958.0,14733156.18,2.65
2021-03-15,PRNT,MEDTRONIC PLC,MDT UN,38599.0,4585947.19,0.82
2021-03-15,PRNT,MGI DIGITAL GRAPHIC TECHNOLO,ALMDG,400194.0,23168572.04,4.16
2021-03-15,PRNT,MICHELIN (CGDE),ML,34973.0,5264649.23,0.95
2021-03-15,PRNT,MICROSOFT CORP,MSFT,105875.0,24960031.25,4.48
2021-03-15,PRNT,MOOG INC-CLASS A,MOG/A,56905.0,4930818.25,0.89
2021-03-15,PRNT,MORGAN STANLEY GOVT INSTL 8035,,1247635.12,1247635.12,0.22
2021-03-15,PRNT,NUVASIVE INC,NUVA,78867.0,5137396.38,0.92
2021-03-15,PRNT,OC OERLIKON CORP AG-REG,OERL,448367.0,5213850.44,0.94
2021-03-15,PRNT,PROTO LABS INC,PRLB,134385.0,18128536.5,3.26
2021-03-15,PRNT,PTC INC,PTC,183371.0,24239812.49,4.35
2021-03-15,PRNT,PYROGENESIS CANADA INC,PYR,204800.0,1776871.14,0.32
2021-03-15,PRNT,RENISHAW PLC,RSW,303973.0,25001888.28,4.49
2021-03-15,PRNT,SANDVIK AB,SAND,24124.0,687536.78,0.12
2021-03-15,PRNT,SGL CARBON SE,SGL,109104.0,887427.57,0.16
2021-03-15,PRNT,SIEMENS AG-REG,SIE,31892.0,5164396.74,0.93
2021-03-15,PRNT,SLM SOLUTIONS GROUP AG,AM3D,1031963.0,21206579.2,3.81
2021-03-15,PRNT,STRATASYS LTD,SSYS,746542.0,21157000.28,3.8
2021-03-15,PRNT,STRAUMANN HOLDING AG-REG,STMN,21010.0,25064958.28,4.5
