date,fund,direction,company,ticker,cusip,shares,weight(%)
2020-12-17,ARKG,Buy,SURFACE ONCOLOGY INC,SURF,86877M209,1009200,0.1401
2020-12-17,ARKG,Sell,ARCTURUS THERAPEUTICS HOLDINGS INC,ARCT,03969T109,75216,0.1283
2020-12-17,ARKG,Sell,FATE THERAPEUTICS INC,FATE,31189P102,128652,0.1934
2020-12-17,ARKG,Sell,CRISPR THERAPEUTICS AG,CRSP,H17182108,65448,0.1595
2020-12-17,ARKK,Buy,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,348778,0.0957
2020-12-17,ARKK,Buy,UNITY SOFTWARE INC,U,91332U101,80484,0.0728
2020-12-17,ARKK,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,7472,0.0019
2020-12-17,ARKK,Sell,EXONE CO/THE,XONE,302104104,53114,0.0038
2020-12-17,ARKQ,Buy,BAIDU INC,BIDU,056752108,18354,0.2482
2020-12-17,ARKQ,Buy,KOMATSU LTD,KMTUY,500458401,8100,0.0157
2020-12-18,ARKF,Buy,KASPI.KZ JSC,KSPILI,48581R205,4652,0.0152
2020-12-18,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,36195,0.115
2020-12-18,ARKG,Buy,TAKEDA PHARMACEUTICAL CO LTD,TAK,874060205,225600,0.0698
2020-12-18,ARKG,Buy,SURFACE ONCOLOGY INC,SURF,86877M209,14016,0.0021
2020-12-18,ARKG,Buy,SCHRODINGER INC/UNITED STATES,SDGR,80810D103,84900,0.111
2020-12-18,ARKG,Buy,IONIS PHARMACEUTICALS INC,IONS,462222100,45550,0.0391
2020-12-18,ARKG,Buy,INCYTE CORP,INCY,45337C102,59684,0.0866
2020-12-18,ARKG,Buy,CODEXIS INC,CDXS,192005106,271398,0.0884
2020-12-18,ARKG,Buy,BERKELEY LIGHTS INC,BLI,084310101,16779,0.0248
2020-12-18,ARKG,Sell,CRISPR THERAPEUTICS AG,CRSP,H17182108,47117,0.1148
2020-12-18,ARKG,Sell,ARCTURUS THERAPEUTICS HOLDINGS INC,ARCT,03969T109,17620,0.0282
2020-12-18,ARKK,Buy,UNITY SOFTWARE INC,U,91332U101,75382,0.0675
2020-12-18,ARKK,Sell,EXONE CO/THE,XONE,302104104,69005,0.005
2020-12-18,ARKQ,Buy,KOMATSU LTD,KMTUY,500458401,27173,0.0519
2020-12-21,ARKF,Buy,AMAZON.COM INC,AMZN,023135106,2660,0.4996
2020-12-21,ARKF,Buy,ALIBABA GROUP HOLDING LTD,BABA,01609W102,16654,0.2543
2020-12-21,ARKF,Buy,JD.COM INC,JD,47215P106,31366,0.1489
2020-12-21,ARKF,Buy,KASPI.KZ JSC,KSPILI,48581R205,6936,0.0233
2020-12-21,ARKF,Buy,NVIDIA CORP,NVDA,67066G104,4793,0.1493
2020-12-21,ARKF,Sell,TRANSUNION,TRU,89400J107,25122,0.1461
2020-12-21,ARKF,Sell,SQUARE INC,SQ,852234103,39437,0.54
2020-12-21,ARKF,Sell,INTERACTIVE BROKERS GROUP INC,IBKR,45841N107,27219,0.0937
2020-12-21,ARKG,Buy,REGENERON PHARMACEUTICALS INC,REGN,75886F107,20905,0.157
2020-12-21,ARKG,Buy,LONGVIEW ACQUISITION CORP,LGVW,543195101,263084,0.0593
2020-12-21,ARKG,Buy,IONIS PHARMACEUTICALS INC,IONS,462222100,49817,0.0407
2020-12-21,ARKG,Buy,ALPHABET INC,GOOGL,02079K305,28900,0.7579
2020-12-21,ARKG,Buy,EXACT SCIENCES CORP,EXAS,30063P105,1194,0.0024
2020-12-21,ARKG,Buy,CODEXIS INC,CDXS,192005106,14675,0.0044
2020-12-21,ARKG,Buy,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,28200,0.1001
2020-12-21,ARKG,Buy,BERKELEY LIGHTS INC,BLI,084310101,100,1e-4
2020-12-21,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,175700,0.1148
2020-12-21,ARKG,Sell,TWIST BIOSCIENCE CORP,TWST,90184D100,23221,0.0532
2020-12-21,ARKG,Sell,VERACYTE INC,VCYT,92337F107,10621,0.0082
2020-12-21,ARKG,Sell,EDITAS MEDICINE INC,EDIT,28106W103,37700,0.0479
2020-12-21,ARKG,Sell,CRISPR THERAPEUTICS AG,CRSP,H17182108,32800,0.0834
2020-12-21,ARKG,Sell,CAREDX INC,CDNA,14167L103,18068,0.0197
2020-12-21,ARKK,Buy,UNITY SOFTWARE INC,U,91332U101,13023,0.0116
2020-12-21,ARKK,Sell,EXONE CO/THE,XONE,302104104,35442,0.0024
2020-12-21,ARKQ,Buy,KOMATSU LTD,KMTUY,500458401,66723,0.1259
2020-12-21,ARKQ,Buy,FLIR SYSTEMS INC,FLIR,302445101,56925,0.1656
2020-12-21,ARKQ,Buy,BAIDU INC,BIDU,056752108,22008,0.2995
2020-12-21,ARKQ,Sell,MATERIALISE NV,MTLS,57667T100,15958,0.055
2020-12-21,ARKQ,Sell,XILINX INC,XLNX,983919101,29798,0.3041
2020-12-21,ARKW,Buy,SHOPIFY INC,SHOP,82509L107,22078,0.5047
2020-12-21,ARKW,Buy,NVIDIA CORP,NVDA,67066G104,25034,0.254
2020-12-21,ARKW,Buy,ALIBABA GROUP HOLDING LTD,BABA,01609W102,50108,0.2471
2020-12-21,ARKW,Buy,ADOBE INC,ADBE,00724F101,25953,0.247
2020-12-21,ARKW,Buy,APPLE INC,AAPL,037833100,415786,1.0036
2020-12-21,ARKW,Sell,PAGERDUTY INC,PD,69553P100,75592,0.0647
2020-12-21,ARKW,Sell,ROKU INC,ROKU,77543R102,147192,0.9932
2020-12-21,ARKW,Sell,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,40167,0.2495
2020-12-21,ARKW,Sell,SQUARE INC,SQ,852234103,112224,0.4982
2020-12-21,ARKW,Sell,TWILIO INC,TWLO,90138F102,35524,0.2488
2020-12-21,ARKW,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,30365,0.0246
2020-12-22,ARKF,Buy,WORKDAY INC,WDAY,98138H101,21600,0.3145
2020-12-22,ARKF,Buy,KE HOLDINGS INC,BEKE,482497104,28688,0.1098
2020-12-22,ARKF,Buy,KASPI.KZ JSC,KSPILI,48581R205,2089,0.0068
2020-12-22,ARKF,Buy,SHOPIFY INC,SHOP,82509L107,2800,0.1979
2020-12-22,ARKF,Sell,ZSCALER INC,ZS,98980G102,989,0.0115
2020-12-22,ARKF,Sell,JD HEALTH INTERNATIONAL INC,6618HK,G5074A100,119600,0.1448
2020-12-22,ARKF,Sell,TRANSUNION,TRU,89400J107,41406,0.2312
2020-12-22,ARKF,Sell,INTERACTIVE BROKERS GROUP INC,IBKR,45841N107,63712,0.2166
2020-12-22,ARKG,Buy,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,31400,0.1012
2020-12-22,ARKG,Buy,VEEVA SYSTEMS INC,VEEV,922475108,141075,0.5456
2020-12-22,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,453924,0.2686
2020-12-22,ARKG,Buy,REGENERON PHARMACEUTICALS INC,REGN,75886F107,71363,0.4855
2020-12-22,ARKG,Buy,EXACT SCIENCES CORP,EXAS,30063P105,65076,0.1291
2020-12-22,ARKG,Buy,BERKELEY LIGHTS INC,BLI,084310101,2146,0.0028
2020-12-22,ARKG,Sell,EDITAS MEDICINE INC,EDIT,28106W103,168760,0.1914
2020-12-22,ARKG,Sell,CRISPR THERAPEUTICS AG,CRSP,H17182108,156247,0.3721
2020-12-22,ARKG,Sell,TWIST BIOSCIENCE CORP,TWST,90184D100,92026,0.2069
2020-12-22,ARKG,Sell,ARCTURUS THERAPEUTICS HOLDINGS INC,ARCT,03969T109,86679,0.1434
2020-12-22,ARKK,Buy,SHOPIFY INC,SHOP,82509L107,44118,0.3057
2020-12-22,ARKK,Sell,EXONE CO/THE,XONE,302104104,91824,0.0059
2020-12-22,ARKK,Sell,EDITAS MEDICINE INC,EDIT,28106W103,183200,0.0818
2020-12-22,ARKK,Sell,CRISPR THERAPEUTICS AG,CRSP,H17182108,142000,0.1334
2020-12-22,ARKQ,Buy,FLIR SYSTEMS INC,FLIR,302445101,101934,0.2795
2020-12-22,ARKQ,Sell,MATERIALISE NV,MTLS,57667T100,65871,0.2389
2020-12-22,ARKW,Sell,PAGERDUTY INC,PD,69553P100,209801,0.1811
2020-12-22,ARKW,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,172,1e-4
2020-12-23,ARKF,Buy,YEAHKA LTD,9923HK,G9835C108,594000,0.1526
2020-12-23,ARKF,Buy,KASPI.KZ JSC,KSPILI,48581R205,2517,0.0081
2020-12-23,ARKF,Buy,SHOPIFY INC,SHOP,82509L107,6600,0.436
2020-12-23,ARKF,Buy,TCS GROUP HOLDING PLC,TCSLI,87238U203,21955,0.0376
2020-12-23,ARKF,Sell,INTERACTIVE BROKERS GROUP INC,IBKR,45841N107,80925,0.2672
2020-12-23,ARKF,Sell,TRANSUNION,TRU,89400J107,74972,0.4082
2020-12-23,ARKG,Buy,VEEVA SYSTEMS INC,VEEV,922475108,107464,0.4054
2020-12-23,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,181803,0.5012
2020-12-23,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,258658,0.1442
2020-12-23,ARKG,Buy,NOVARTIS AG,NVS,66987V109,90543,0.105
2020-12-23,ARKK,Sell,EDITAS MEDICINE INC,EDIT,28106W103,132092,0.0555
2020-12-23,ARKK,Sell,EXONE CO/THE,XONE,302104104,64925,0.0043
2020-12-23,ARKQ,Buy,FLIR SYSTEMS INC,FLIR,302445101,18704,0.0509
2020-12-23,ARKQ,Sell,MATERIALISE NV,MTLS,57667T100,11253,0.0432
2020-12-24,ARKF,Buy,YEAHKA LTD,9923HK,G9835C108,373200,0.0955
2020-12-24,ARKF,Buy,KASPI.KZ JSC,KSPILI,48581R205,1494,0.0047
2020-12-24,ARKF,Buy,TCS GROUP HOLDING PLC,TCSLI,87238U203,9395,0.0158
2020-12-24,ARKF,Buy,WORKDAY INC,WDAY,98138H101,6163,0.0813
2020-12-24,ARKF,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,24876,0.0563
2020-12-24,ARKF,Sell,TRANSUNION,TRU,89400J107,34049,0.1811
2020-12-24,ARKF,Sell,INTERACTIVE BROKERS GROUP INC,IBKR,45841N107,30645,0.0985
2020-12-24,ARKG,Buy,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,11158,0.0337
2020-12-24,ARKG,Buy,VEEVA SYSTEMS INC,VEEV,922475108,23700,0.0888
2020-12-24,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,19262,0.0515
2020-12-24,ARKG,Buy,TAKEDA PHARMACEUTICAL CO LTD,TAK,874060205,15323,0.0036
2020-12-24,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,1297,6e-4
2020-12-24,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,254072,0.1392
2020-12-24,ARKG,Buy,REGENERON PHARMACEUTICALS INC,REGN,75886F107,6109,0.0384
2020-12-24,ARKG,Buy,NOVARTIS AG,NVS,66987V109,98758,0.1127
2020-12-24,ARKG,Buy,IONIS PHARMACEUTICALS INC,IONS,462222100,24779,0.0191
2020-12-24,ARKG,Buy,ALPHABET INC,GOOGL,02079K305,12006,0.2681
2020-12-24,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,36641,0.0335
2020-12-24,ARKG,Buy,BEAM THERAPEUTICS INC,BEAM,07373V105,7002,0.008
2020-12-24,ARKK,Buy,TENCENT HOLDINGS LTD,TCEHY,88032Q109,296756,0.1094
2020-12-24,ARKK,Buy,SHOPIFY INC,SHOP,82509L107,13801,0.0894
2020-12-24,ARKK,Buy,NINTENDO CO LTD,NTDOY,654445303,5761,0.0024
2020-12-24,ARKK,Buy,KE HOLDINGS INC,BEKE,482497104,13530,0.0047
2020-12-24,ARKK,Sell,EXONE CO/THE,XONE,302104104,1330,1e-4
2020-12-24,ARKQ,Buy,NIU TECHNOLOGIES,NIU,65481N100,38731,0.0667
2020-12-24,ARKQ,Buy,MAGNA INTERNATIONAL INC,MGA,559222401,48490,0.2096
2020-12-24,ARKQ,Sell,MATERIALISE NV,MTLS,57667T100,4440,0.0159
2020-12-24,ARKQ,Sell,XILINX INC,XLNX,983919101,53727,0.4672
2020-12-24,ARKW,Sell,PAGERDUTY INC,PD,69553P100,16703,0.0141
2020-12-24,ARKW,Sell,PURE STORAGE INC,PSTG,74624M102,81584,0.0358
2020-12-24,ARKW,Sell,ROKU INC,ROKU,77543R102,55497,0.3631
2020-12-24,ARKW,Sell,SQUARE INC,SQ,852234103,87275,0.3666
2020-12-28,ARKF,Buy,KE HOLDINGS INC,BEKE,482497104,83700,0.2734
2020-12-28,ARKF,Buy,SHOPIFY INC,SHOP,82509L107,6479,0.3953
2020-12-28,ARKF,Sell,INTERACTIVE BROKERS GROUP INC,IBKR,45841N107,72593,0.2362
2020-12-28,ARKF,Sell,MERCADOLIBRE INC,MELI,58733R102,3463,0.3005
2020-12-28,ARKF,Sell,TRANSUNION,TRU,89400J107,1125,0.0059
2020-12-28,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,1220,5e-4
2020-12-28,ARKG,Buy,SURFACE ONCOLOGY INC,SURF,86877M209,2262,3e-4
2020-12-28,ARKG,Buy,TAKEDA PHARMACEUTICAL CO LTD,TAK,874060205,837892,0.1964
2020-12-28,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,194438,0.5044
2020-12-28,ARKG,Buy,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,56800,0.1739
2020-12-28,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,235865,0.1323
2020-12-28,ARKG,Buy,REGENERON PHARMACEUTICALS INC,REGN,75886F107,71933,0.4569
2020-12-28,ARKG,Buy,NOVARTIS AG,NVS,66987V109,274836,0.3254
2020-12-28,ARKG,Buy,IONIS PHARMACEUTICALS INC,IONS,462222100,201100,0.1566
2020-12-28,ARKG,Buy,ALPHABET INC,GOOGL,02079K305,1400,0.0319
2020-12-28,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,22733,0.0216
2020-12-28,ARKG,Buy,BEAM THERAPEUTICS INC,BEAM,07373V105,31632,0.0386
2020-12-28,ARKG,Sell,TWIST BIOSCIENCE CORP,TWST,90184D100,22653,0.0477
2020-12-28,ARKK,Buy,ZOOM VIDEO COMMUNICATIONS INC,ZM,98980L101,131003,0.2593
2020-12-28,ARKK,Buy,TENCENT HOLDINGS LTD,TCEHY,88032Q109,333097,0.1242
2020-12-28,ARKK,Buy,SHOPIFY INC,SHOP,82509L107,17603,0.1161
2020-12-28,ARKK,Buy,NINTENDO CO LTD,NTDOY,654445303,160828,0.071
2020-12-28,ARKK,Buy,KE HOLDINGS INC,BEKE,482497104,491337,0.1702
2020-12-28,ARKQ,Buy,JD.COM INC,JD,47215P106,60463,0.3069
2020-12-28,ARKQ,Buy,MAGNA INTERNATIONAL INC,MGA,559222401,65858,0.3037
2020-12-28,ARKQ,Buy,NIU TECHNOLOGIES,NIU,65481N100,83600,0.1429
2020-12-28,ARKQ,Sell,XILINX INC,XLNX,983919101,14650,0.1294
2020-12-28,ARKQ,Sell,PROTO LABS INC,PRLB,743713109,14335,0.15
2020-12-28,ARKQ,Sell,MATERIALISE NV,MTLS,57667T100,2325,0.0086
2020-12-28,ARKQ,Sell,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,22133,0.0536
2020-12-28,ARKW,Buy,TENCENT HOLDINGS LTD,TCEHY,88032Q109,403688,0.5155
2020-12-28,ARKW,Buy,ALIBABA GROUP HOLDING LTD,BABA,01609W102,70952,0.2994
2020-12-28,ARKW,Buy,ZOOM VIDEO COMMUNICATIONS INC,ZM,98980L101,37839,0.2562
2020-12-28,ARKW,Sell,CROWDSTRIKE HOLDINGS INC,CRWD,22788C105,49074,0.1989
2020-12-28,ARKW,Sell,PAGERDUTY INC,PD,69553P100,108919,0.0921
2020-12-28,ARKW,Sell,PINTEREST INC,PINS,72352L106,152528,0.1976
2020-12-28,ARKW,Sell,PURE STORAGE INC,PSTG,74624M102,146636,0.0667
2020-12-28,ARKW,Sell,ROKU INC,ROKU,77543R102,103257,0.6733
2020-12-28,ARKW,Sell,TESLA INC,TSLA,88160R101,44149,0.5566
2020-12-29,ARKF,Buy,ALIBABA GROUP HOLDING LTD,BABA,01609W102,18710,0.2257
2020-12-29,ARKF,Buy,TENCENT HOLDINGS LTD,TCEHY,88032Q109,180804,0.6489
2020-12-29,ARKF,Sell,INTERACTIVE BROKERS GROUP INC,IBKR,45841N107,78541,0.2528
2020-12-29,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,118367,0.3152
2020-12-29,ARKG,Buy,TAKEDA PHARMACEUTICAL CO LTD,TAK,874060205,293052,0.0724
2020-12-29,ARKG,Buy,SURFACE ONCOLOGY INC,SURF,86877M209,185370,0.0223
2020-12-29,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,12975,0.0059
2020-12-29,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,651703,0.3807
2020-12-29,ARKG,Buy,REGENERON PHARMACEUTICALS INC,REGN,75886F107,33337,0.2188
2020-12-29,ARKG,Buy,NOVARTIS AG,NVS,66987V109,127579,0.1602
2020-12-29,ARKG,Buy,IONIS PHARMACEUTICALS INC,IONS,462222100,12707,0.0099
2020-12-29,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,57951,0.0552
2020-12-29,ARKG,Buy,BERKELEY LIGHTS INC,BLI,084310101,73600,0.0912
2020-12-29,ARKG,Buy,BEAM THERAPEUTICS INC,BEAM,07373V105,96000,0.1105
2020-12-29,ARKK,Buy,NINTENDO CO LTD,NTDOY,654445303,72600,0.0327
2020-12-29,ARKK,Buy,KE HOLDINGS INC,BEKE,482497104,72500,0.0257
2020-12-29,ARKQ,Buy,TENCENT HOLDINGS LTD,TCEHY,88032Q109,71299,0.3016
2020-12-29,ARKQ,Sell,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,33200,0.077
2020-12-29,ARKQ,Sell,PROTO LABS INC,PRLB,743713109,12321,0.1214
2020-12-29,ARKW,Buy,TENCENT HOLDINGS LTD,TCEHY,88032Q109,101441,0.1328
2020-12-30,ARKF,Buy,JSC KASPI.KZ GDR-REG S,KSPI,48581R205,1781,0.01
2020-12-30,ARKF,Buy,TCS GROUP HOLDING -REG S,TCS,87238U203,23134,0.04
2020-12-30,ARKG,Buy,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,14273,0.02
2020-12-30,ARKG,Buy,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,771195104,225178,0.13
2020-12-30,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,17290,0.01
2020-12-30,ARKG,Buy,TAKEDA PHARMACEUTIC-SP ADR,TAK,874060205,158600,0.04
2020-12-30,ARKK,Buy,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,46444,0.02
2020-12-30,ARKK,Buy,BAIDU INC - SPON ADR,BIDU,056752108,641772,0.77
2020-12-30,ARKK,Sell,TESLA MOTORS INC,TSLA,88160R101,129827,0.5
2020-12-30,ARKK,Sell,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,535882,0.33
2020-12-30,ARKK,Sell,EXONE CO/THE,XONE,302104104,195000,0.01
2020-12-30,ARKW,Buy,BAIDU INC - SPON ADR,BIDU,056752108,184557,0.75
2020-12-30,ARKW,Sell,TESLA MOTORS INC,TSLA,88160R101,19139,0.25
2020-12-30,ARKW,Sell,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,75242,0.15
2020-12-30,ARKW,Sell,TWILIO INC - A,TWLO,90138F102,53520,0.35
2020-12-31,ARKF,Buy,TCS GROUP HOLDING -REG S,TCS.GB,87238U203,8317,0.01
2020-12-31,ARKF,Buy,JSC KASPI.KZ GDR-REG S,KSPI.GB,48581R205,2519,0.01
2020-12-31,ARKG,Buy,TELADOC INC,TDOC.US,87918A105,95689,0.25
2020-12-31,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX.US,760273102,12547,0.01
2020-12-31,ARKG,Buy,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY.US,771195104,76600,0.04
2020-12-31,ARKG,Buy,REGENERON PHARMACEUTICALS,REGN.US,75886F107,58144,0.36
2020-12-31,ARKG,Buy,NOVARTIS AG-SPONSORED ADR,NVS.US,66987V109,58964,0.07
2020-12-31,ARKK,Buy,ZOOM VIDEO COMMUNICATIONS-A,ZM.US,98980L101,105220,0.2
2020-12-31,ARKK,Sell,TESLA MOTORS INC,TSLA.US,88160R101,50227,0.2
2020-12-31,ARKW,Buy,ZOOM VIDEO COMMUNICATIONS-A,ZM.US,98980L101,30100,0.2
2020-12-31,ARKW,Sell,TESLA MOTORS INC,TSLA.US,88160R101,14999,0.2
